Source, Target, Weight, Common_Token_Cnt
18958, 18958, 0.642857, 2
17128, 17132, 0.125000, 1
15265, 15272, 0.028571, 1
14770, 14770, 0.350575, 2
14350, 14357, 0.017241, 1
16564, 18404, 0.200000, 1
8921, 8922, 0.125000, 1
13881, 13883, 0.174107, 2
17896, 17897, 0.200742, 2
12060, 13034, 0.125000, 1
13197, 19965, 0.200000, 1
17662, 17949, 0.015625, 1
18497, 18498, 0.166667, 1
21569, 21570, 0.035714, 1
13123, 13127, 0.111111, 1
18371, 18371, 0.146376, 3
13070, 13072, 0.200000, 1
8968, 8971, 0.142857, 1
17846, 17846, 0.502083, 2
12484, 15137, 0.015625, 1
17378, 17379, 0.500000, 1
11850, 21321, 0.125000, 1
20737, 20739, 0.333333, 1
11353, 11354, 0.250000, 1
16480, 16480, 1.167409, 4
12124, 12124, 0.501263, 2
10845, 10845, 0.500000, 2
15089, 15145, 0.014286, 1
21215, 21216, 0.055556, 1
20933, 20935, 0.250000, 1
16754, 16754, 0.702137, 3
12317, 12322, 0.043478, 1
9720, 9721, 0.500000, 1
21134, 21135, 0.250000, 1
18574, 18578, 0.100000, 1
10610, 10612, 0.333333, 1
11536, 17031, 0.333333, 1
19168, 19170, 0.076923, 1
11329, 11329, 0.503165, 2
21297, 21298, 0.100000, 1
17421, 17444, 0.030303, 1
13009, 17516, 0.022222, 1
14112, 14113, 0.500000, 1
13067, 21433, 0.017857, 1
12590, 12590, 0.335470, 2
21067, 21069, 0.184428, 3
11096, 14153, 0.333333, 1
11427, 11434, 0.125000, 1
10395, 20963, 0.043478, 1
9166, 11307, 0.200000, 1
14180, 14186, 0.125000, 1
16532, 16533, 0.142857, 1
11716, 11723, 0.111111, 1
16527, 16530, 0.142857, 1
19645, 19647, 0.083333, 1
13070, 13073, 0.200000, 1
19624, 19628, 0.142857, 1
13197, 19966, 0.200000, 1
17152, 17152, 0.444444, 2
21608, 21609, 0.125000, 1
13386, 17660, 0.016367, 2
21035, 21036, 0.333333, 1
14951, 14951, 0.418924, 3
10810, 10810, 0.085524, 3
15089, 15146, 0.014286, 1
18932, 18932, 0.533333, 2
18683, 18683, 0.203247, 2
14522, 14522, 0.250742, 2
21531, 21531, 0.610256, 3
13526, 13527, 0.500000, 1
8968, 8972, 0.142857, 1
14845, 14845, 0.502083, 2
20058, 20058, 0.336580, 2
13938, 13939, 0.333333, 1
19445, 19445, 0.500929, 2
21243, 21244, 0.142857, 1
16775, 16775, 0.252737, 3
13693, 13700, 0.062500, 1
17421, 17443, 0.030303, 1
20745, 20747, 0.251263, 2
17678, 18347, 0.333333, 1
13495, 21047, 0.083333, 1
18415, 18415, 0.666667, 2
10576, 15840, 0.017241, 1
19965, 19965, 0.258802, 3
19286, 20444, 0.125000, 1
10862, 10863, 0.200000, 1
13458, 19367, 0.500000, 1
19475, 19475, 0.501357, 2
15923, 15924, 0.335417, 2
14236, 14238, 0.333333, 1
16418, 16418, 0.265625, 2
18977, 18978, 0.500000, 1
17676, 17676, 0.252016, 2
11611, 14419, 0.250000, 1
10513, 10513, 0.143786, 2
18680, 18682, 0.200000, 1
17189, 17198, 0.083333, 1
20958, 20958, 0.620321, 3
16743, 18475, 0.333333, 1
20933, 20936, 0.250000, 1
20560, 20561, 0.501357, 2
12468, 12469, 0.256173, 2
19624, 19627, 0.142857, 1
16747, 16750, 0.090909, 1
11518, 11520, 0.200000, 1
11697, 11697, 0.253071, 3
13491, 13491, 0.335349, 2
14163, 14165, 0.250000, 1
18232, 18232, 0.700000, 2
11254, 11254, 0.503165, 2
13906, 13908, 0.200536, 4
13889, 13893, 0.500000, 2
16976, 16978, 0.250000, 1
13676, 13676, 0.502137, 2
15644, 15646, 0.200000, 1
10686, 12146, 0.200000, 1
12059, 19864, 0.111111, 1
10371, 10374, 0.142857, 1
16775, 16776, 0.252737, 3
11567, 11568, 0.500000, 1
18424, 18425, 0.500000, 1
15437, 15438, 0.333333, 1
20694, 20696, 0.167595, 2
10192, 15112, 0.014286, 1
11171, 11171, 0.924242, 3
21452, 21452, 0.566667, 2
12563, 12563, 0.250742, 2
9098, 12275, 0.014706, 1
10364, 10364, 0.500929, 2
15839, 15841, 0.019378, 2
13181, 13181, 0.288462, 2
8955, 12856, 0.200000, 1
17274, 20962, 0.043478, 1
21451, 21452, 0.500000, 1
20334, 20336, 0.443473, 3
16077, 17660, 0.015625, 1
18680, 18683, 0.200000, 1
11348, 11351, 0.250000, 1
10281, 10281, 0.503247, 2
17922, 17923, 0.500000, 1
11158, 15904, 0.011905, 1
18602, 19680, 0.500000, 1
15261, 15377, 0.090909, 1
14636, 21433, 0.017857, 1
17765, 17765, 0.205964, 4
11963, 11963, 0.500929, 2
9222, 9222, 0.576923, 2
12419, 12421, 0.203165, 2
15094, 15121, 0.014286, 1
9340, 16155, 0.200000, 1
15566, 15567, 0.333333, 1
10371, 10373, 0.142857, 1
17658, 17658, 1.000000, 2
12175, 19902, 0.500000, 1
11477, 19299, 0.090909, 1
15138, 15139, 0.014286, 1
15437, 15437, 0.350221, 3
15453, 15453, 0.107576, 2
10219, 12731, 0.200000, 1
8949, 8949, 1.000000, 2
15644, 15645, 0.200000, 1
16437, 16438, 0.125000, 1
21025, 21025, 0.515244, 3
18009, 18011, 0.333333, 1
12047, 12047, 0.524896, 3
12315, 18141, 0.055556, 1
18526, 18527, 0.111111, 1
9336, 9336, 0.501808, 2
9090, 9090, 0.254701, 3
8905, 8905, 0.501808, 2
21692, 21692, 0.337426, 3
19678, 20858, 0.168683, 2
13841, 13843, 0.100000, 1
14343, 14360, 0.017241, 1
11304, 11304, 0.203440, 3
15737, 15737, 0.522222, 2
11849, 17512, 0.022222, 1
10955, 10955, 0.167929, 2
15107, 15110, 0.014286, 1
14390, 21218, 0.166667, 1
9003, 9003, 0.642857, 2
19040, 19042, 0.200000, 1
10261, 11775, 0.333333, 1
18446, 20979, 0.200000, 1
15826, 15837, 0.018504, 2
21207, 21219, 0.055556, 1
16282, 16282, 0.336580, 2
12101, 12103, 0.166667, 1
20089, 21211, 0.333333, 1
12845, 18768, 0.444444, 2
16407, 16411, 0.111111, 1
15110, 15145, 0.014286, 1
20667, 20667, 0.200929, 2
14369, 14387, 0.017241, 1
19246, 19248, 0.250000, 1
11114, 11114, 0.503247, 2
15099, 15112, 0.016960, 2
8999, 8999, 0.344274, 3
16502, 16506, 0.083333, 1
15990, 15992, 0.334690, 2
21564, 21580, 0.035714, 1
12694, 12695, 0.333333, 1
13670, 13671, 0.166667, 1
18009, 18010, 0.333333, 1
13417, 13417, 0.335378, 2
12288, 12288, 0.750929, 3
12724, 12726, 0.333333, 1
12613, 12614, 0.500000, 1
13285, 16161, 0.200000, 1
8910, 8911, 0.666667, 2
13621, 13621, 0.336867, 2
10715, 10809, 0.083333, 1
15843, 17055, 0.017241, 1
17711, 17711, 0.203906, 2
16512, 16512, 0.506173, 2
16043, 16043, 0.335591, 2
18691, 18693, 0.166667, 1
9552, 9552, 0.201808, 2
15087, 15098, 0.014286, 1
20157, 20157, 0.666667, 2
16418, 17660, 0.015625, 1
18589, 18593, 0.166667, 1
13452, 13453, 0.333333, 1
19064, 19064, 0.200929, 2
19877, 19878, 0.500000, 1
14202, 14204, 0.700000, 2
21609, 21610, 0.125000, 1
18949, 18950, 0.250000, 1
9202, 9202, 0.168475, 2
10680, 10686, 0.029412, 1
14476, 14476, 0.252257, 2
15826, 15826, 0.355105, 4
19681, 20858, 0.166667, 1
18393, 18400, 0.066667, 1
11808, 11808, 0.503416, 3
17059, 17059, 0.502591, 2
12315, 18329, 0.055556, 1
10428, 10429, 0.500000, 1
17817, 17817, 0.318024, 3
21384, 21388, 0.333333, 1
18838, 18838, 0.503247, 2
18131, 18131, 0.550000, 2
9743, 9744, 0.333333, 1
14524, 21302, 0.125000, 1
16550, 16551, 0.333333, 1
16878, 16878, 0.583333, 2
10434, 13126, 0.166667, 1
12441, 12451, 0.076923, 1
9431, 9432, 0.500000, 1
9159, 21712, 0.090909, 1
10694, 13441, 0.333333, 1
12132, 12134, 0.102045, 2
15074, 15843, 0.017241, 1
15831, 15848, 0.017984, 2
14305, 14305, 0.751808, 3
13000, 13001, 0.111111, 1
15853, 15856, 0.392857, 2
14060, 14062, 0.252016, 2
15326, 15327, 0.500000, 1
17660, 20563, 0.015625, 1
20325, 20326, 0.500000, 1
15137, 17563, 0.015625, 1
9109, 9110, 0.502083, 2
20941, 20971, 0.029412, 1
11568, 11568, 0.750000, 2
16794, 20657, 0.066667, 1
15375, 20805, 0.043478, 1
17189, 17197, 0.083333, 1
14876, 14876, 0.252285, 3
15845, 17514, 0.022222, 1
21450, 21450, 0.833333, 2
9580, 9580, 0.336666, 3
21427, 21628, 0.011111, 1
13039, 13039, 0.366667, 2
15099, 15137, 0.014286, 1
9094, 14869, 0.014706, 1
17827, 17827, 0.504482, 3
15489, 17906, 0.250000, 1
12952, 12953, 0.503247, 2
16695, 16696, 0.666667, 2
9029, 9029, 0.503247, 2
19883, 21592, 0.111111, 1
13423, 13424, 0.125000, 1
13180, 13183, 0.252551, 3
9190, 9191, 0.504796, 3
13123, 13126, 0.111111, 1
19802, 19803, 0.142857, 1
13834, 13835, 0.018868, 1
15102, 15121, 0.014286, 1
17444, 17449, 0.030303, 1
13447, 21327, 0.083333, 1
17199, 19012, 0.111111, 1
18765, 18766, 0.111111, 1
9089, 9090, 0.243590, 2
17034, 21431, 0.011111, 1
15845, 20372, 0.022222, 1
20135, 20137, 0.333333, 1
13899, 20710, 0.201263, 2
12287, 12288, 0.500929, 2
17899, 17902, 0.750000, 2
18860, 18865, 0.055556, 1
10694, 10694, 0.529412, 3
10681, 10746, 0.200000, 1
9720, 15375, 0.043478, 1
12847, 15847, 0.043478, 1
21035, 21037, 0.333333, 1
9206, 9207, 0.339956, 2
14267, 14268, 0.500000, 1
15088, 15118, 0.014286, 1
15907, 15907, 0.500929, 2
9421, 10554, 0.333333, 1
9213, 14089, 0.043478, 1
18438, 18438, 0.750000, 2
17600, 17600, 0.501671, 3
18930, 18930, 0.500929, 2
13336, 13336, 0.067788, 3
15413, 15414, 0.066667, 1
16806, 16808, 0.334076, 2
12600, 12601, 0.129167, 2
20860, 20865, 0.100000, 1
15113, 15140, 0.014286, 1
17088, 17092, 0.202257, 2
14903, 15253, 0.028571, 1
11767, 11767, 0.348403, 3
12132, 12132, 0.268712, 3
21123, 21125, 0.111111, 1
9566, 9567, 0.502016, 2
13431, 13435, 0.090909, 1
9706, 11158, 0.011905, 1
17673, 17674, 0.335470, 2
19331, 19333, 0.125000, 1
15139, 15140, 0.014286, 1
9888, 9888, 0.503071, 3
13046, 21408, 0.166667, 1
20250, 20251, 0.500000, 1
14064, 14064, 0.503773, 3
11211, 17164, 0.500000, 1
15105, 15143, 0.014286, 1
21313, 21329, 0.033333, 1
17838, 17839, 0.500000, 1
17012, 17014, 0.166667, 1
11993, 11993, 0.501357, 2
18123, 18124, 0.500000, 1
12317, 12323, 0.043478, 1
17330, 17330, 0.255791, 3
10348, 15102, 0.028571, 1
10565, 10565, 0.529412, 2
12959, 12961, 0.142857, 1
17393, 17395, 0.166667, 1
14358, 14359, 0.342241, 3
9053, 12163, 0.166667, 1
18643, 18644, 0.336007, 2
15265, 15282, 0.100000, 1
16523, 16523, 0.501357, 2
10158, 10161, 0.200000, 1
10109, 10109, 0.515625, 2
16922, 16922, 0.502674, 2
19171, 19171, 0.576923, 2
12393, 12394, 0.333333, 1
8951, 8954, 0.166667, 1
12207, 12207, 0.565846, 4
12177, 19972, 0.111111, 1
11427, 11427, 0.625000, 2
12501, 15845, 0.022222, 1
12145, 21622, 0.200000, 1
12316, 15211, 0.066667, 1
12994, 12994, 0.836498, 3
13454, 13454, 0.503247, 2
16746, 16749, 0.090909, 1
17606, 18442, 0.055556, 1
13036, 13036, 0.170574, 3
15088, 19557, 0.014286, 1
12322, 12325, 0.043478, 1
18522, 18523, 0.333333, 1
10761, 10771, 0.090909, 1
16332, 19972, 0.111111, 1
15786, 15787, 0.200000, 1
11780, 11781, 0.500000, 1
12145, 15253, 0.028571, 1
21690, 21691, 0.500000, 1
19964, 19967, 0.055556, 1
20103, 20105, 0.250000, 1
17302, 17303, 0.500000, 1
14089, 14090, 0.500000, 1
16795, 16795, 0.073768, 3
14201, 14204, 0.200000, 1
19757, 19759, 0.257407, 2
15556, 15556, 0.571429, 2
11018, 11018, 0.642857, 2
14485, 14485, 0.334690, 2
17422, 17427, 0.030303, 1
8999, 9000, 0.333333, 1
10416, 10417, 0.252591, 2
19424, 19426, 0.045455, 1
15253, 15314, 0.028571, 1
19988, 21368, 0.142857, 1
13106, 15846, 0.038462, 1
18610, 18612, 0.335349, 2
10242, 10242, 0.503247, 2
15033, 15825, 0.017241, 1
14348, 14388, 0.017241, 1
14342, 14372, 0.017241, 1
19748, 19748, 0.334690, 2
19962, 19962, 0.750000, 2
8950, 8950, 0.500742, 2
9098, 9099, 0.014706, 1
16465, 16465, 0.500742, 2
12601, 15415, 0.066667, 1
9979, 21565, 0.090909, 1
15090, 15129, 0.014286, 1
18797, 18805, 0.066667, 1
15111, 15140, 0.014286, 1
19964, 19977, 0.055556, 1
12441, 12447, 0.076923, 1
20888, 20888, 0.509653, 3
9668, 9669, 0.333333, 1
13340, 15359, 0.062500, 1
19468, 19470, 0.100000, 1
13249, 13835, 0.018868, 1
14839, 14840, 0.334076, 2
17192, 17197, 0.083333, 1
12148, 12148, 0.750000, 2
13499, 15846, 0.038462, 1
16795, 17775, 0.066667, 1
15253, 15269, 0.028571, 1
16907, 17662, 0.015625, 1
17552, 17553, 0.256173, 2
20150, 20152, 0.083333, 1
18893, 18897, 0.125000, 1
14552, 17513, 0.022222, 1
16569, 16569, 0.203030, 2
13046, 13046, 0.667409, 3
9098, 9521, 0.014706, 1
21273, 21273, 0.611111, 2
10945, 10946, 0.500000, 1
21461, 21463, 0.250000, 1
16340, 16342, 0.250000, 1
13913, 13913, 0.104832, 4
9292, 12503, 0.090909, 1
19022, 19022, 0.503268, 2
9922, 9923, 0.500000, 1
15058, 15059, 0.500000, 1
19158, 19159, 0.867595, 4
19970, 19973, 0.055556, 1
10789, 18232, 0.200000, 1
17504, 17504, 0.500742, 2
16847, 16847, 0.696078, 3
21231, 21232, 0.500000, 1
9194, 9194, 0.500929, 2
10690, 10695, 0.029412, 1
14343, 14393, 0.017241, 1
21066, 21067, 0.168803, 2
16412, 16412, 0.112040, 2
20949, 20951, 0.029412, 1
20692, 20696, 0.166667, 1
14823, 16702, 0.071429, 1
10814, 10814, 0.090863, 3
21372, 21373, 0.500000, 1
13690, 13703, 0.062500, 1
14162, 14163, 0.250000, 1
15246, 15832, 0.090909, 1
19925, 19928, 0.142857, 1
17606, 17613, 0.055556, 1
15099, 15108, 0.016960, 2
15309, 15309, 0.313127, 3
16105, 16105, 0.502841, 2
20739, 20739, 0.583333, 2
12419, 12419, 0.203165, 2
15146, 15151, 0.014286, 1
17738, 19417, 0.050000, 1
12315, 19132, 0.056818, 2
12095, 12095, 0.340698, 3
15088, 15138, 0.014286, 1
20046, 20046, 0.600000, 2
10629, 12620, 0.166667, 1
18371, 18373, 0.142857, 1
15130, 15138, 0.014286, 1
20864, 20866, 0.100000, 1
12866, 13446, 0.100000, 1
16549, 16549, 0.427510, 3
16507, 20408, 0.166667, 1
13359, 13360, 0.333333, 1
15686, 15687, 0.333333, 1
15408, 15408, 0.501808, 2
9561, 21215, 0.055556, 1
18870, 21420, 0.200000, 1
12335, 12336, 0.501808, 2
19117, 19118, 0.500000, 1
13641, 13645, 0.111111, 1
18862, 18870, 0.055556, 1
16122, 16123, 0.500000, 1
18337, 18337, 0.525000, 2
21742, 21743, 0.534415, 3
8896, 8896, 0.458333, 2
11276, 11276, 0.833333, 2
12658, 12660, 0.333333, 1
19464, 19465, 0.100000, 1
15142, 15146, 0.014286, 1
15300, 17590, 0.125000, 1
12915, 15137, 0.015625, 1
10790, 16347, 0.166667, 1
18498, 18498, 0.196078, 2
15841, 15841, 0.519378, 3
18689, 19303, 0.333333, 1
14343, 14343, 0.019378, 2
15363, 15366, 0.038462, 1
21484, 21485, 0.201263, 2
17438, 17440, 0.030303, 1
13079, 14406, 0.166667, 1
20771, 20772, 0.333333, 1
18402, 18410, 0.090909, 1
11623, 11623, 0.502257, 2
9833, 20596, 0.333333, 1
14373, 14378, 0.017241, 1
13681, 13682, 0.501808, 2
17660, 18938, 0.015625, 1
15768, 15768, 0.252787, 3
17319, 17319, 1.000000, 2
13722, 13722, 0.501808, 2
21175, 21177, 0.333333, 1
19428, 19431, 0.045455, 1
20446, 20447, 0.250742, 2
19238, 19238, 0.507576, 2
19464, 19469, 0.100000, 1
19077, 19077, 0.444444, 2
14817, 14817, 0.502045, 2
15357, 15366, 0.088462, 2
16961, 16962, 0.500000, 1
19909, 19910, 0.500000, 1
13234, 13234, 0.666667, 2
21582, 21587, 0.043290, 2
10158, 10160, 0.201808, 2
20708, 20708, 0.534483, 2
16635, 16635, 0.339506, 2
20192, 20193, 0.500000, 1
10652, 19925, 0.045455, 1
21249, 21251, 0.125000, 1
12620, 19155, 0.166667, 1
17090, 17091, 0.200000, 1
13698, 13698, 0.142670, 3
15090, 15111, 0.016422, 2
16082, 16082, 0.342857, 2
14359, 14375, 0.017241, 1
19696, 19697, 0.632551, 4
13253, 13254, 0.333333, 1
11016, 11016, 0.144120, 2
21681, 21681, 0.504427, 3
10364, 10365, 0.500000, 1
16286, 16289, 0.250000, 1
13930, 13931, 0.502257, 2
20713, 20713, 0.480044, 4
20167, 20168, 0.500000, 1
14917, 15411, 0.066667, 1
11805, 11805, 0.502016, 2
21210, 21218, 0.055556, 1
13932, 13932, 0.583333, 2
14305, 14306, 0.251808, 2
15126, 21430, 0.090909, 1
15464, 21047, 0.083333, 1
14362, 14387, 0.017241, 1
13888, 13893, 0.166667, 1
9833, 9833, 0.386893, 3
14423, 14424, 0.500000, 1
12889, 12890, 0.333333, 1
19846, 19846, 0.501357, 2
15953, 15953, 0.642857, 2
19984, 19984, 0.583333, 2
16531, 16533, 0.142857, 1
18647, 18648, 0.500000, 1
13391, 13391, 0.501357, 2
16041, 16041, 0.345238, 2
20952, 20963, 0.029412, 1
16102, 16480, 0.333333, 1
19674, 19674, 0.254066, 3
17208, 17557, 0.333333, 1
14129, 14129, 0.285714, 2
18867, 18869, 0.055556, 1
10398, 10399, 0.333333, 1
10372, 10376, 0.142857, 1
21493, 21495, 0.200742, 2
18339, 18339, 0.502016, 2
12960, 15048, 0.250000, 1
9085, 10935, 0.142857, 1
18392, 19574, 0.067409, 2
12130, 12132, 0.100000, 1
10914, 10914, 0.566667, 2
18681, 18683, 0.200000, 1
11924, 11924, 0.180380, 3
15006, 15007, 0.202591, 2
17817, 17819, 0.316667, 2
17660, 20269, 0.015625, 1
15888, 15888, 0.666667, 2
19289, 19289, 0.374469, 3
15835, 15837, 0.017241, 1
21568, 21575, 0.035714, 1
17903, 17903, 0.517857, 2
9651, 9651, 0.367816, 2
13340, 21567, 0.062500, 1
15095, 15151, 0.014286, 1
15108, 15111, 0.016960, 2
19645, 19648, 0.084690, 2
14295, 14296, 0.502016, 2
15637, 20962, 0.043478, 1
10811, 21579, 0.100000, 1
15840, 21728, 0.017241, 1
11747, 11748, 0.250000, 1
10816, 10817, 0.500000, 1
19154, 19154, 0.208256, 3
16110, 18396, 0.066667, 1
11787, 11787, 0.502674, 2
19700, 19700, 0.209474, 4
11304, 11306, 0.201357, 2
13431, 13432, 0.090909, 1
16437, 16441, 0.125000, 1
16626, 21285, 0.142857, 1
9942, 9942, 0.169913, 2
11205, 13408, 0.590909, 2
10158, 10162, 0.200000, 1
19140, 19141, 0.333333, 1
15099, 15099, 0.019096, 3
15511, 15512, 0.500000, 1
20334, 20334, 0.444736, 4
11336, 11336, 0.512987, 2
13300, 13300, 0.336399, 3
21483, 21484, 0.200000, 1
20040, 20043, 0.100000, 1
18395, 18395, 0.211569, 3
13842, 15440, 0.142857, 1
15111, 15144, 0.014286, 1
15376, 15638, 0.043478, 1
21125, 21128, 0.111111, 1
19419, 19419, 0.502045, 2
16829, 19428, 0.049548, 3
11439, 11561, 0.125929, 2
18151, 18151, 0.404762, 2
9493, 9493, 0.517974, 3
15110, 15123, 0.014286, 1
17423, 17444, 0.030303, 1
14365, 14375, 0.017241, 1
20994, 20994, 0.222222, 2
19154, 19156, 0.202083, 2
17001, 17001, 0.336174, 2
13743, 13743, 0.507407, 2
10953, 10953, 0.311781, 3
12864, 12866, 0.102674, 2
16411, 16411, 0.177778, 2
10551, 16823, 0.100742, 2
17439, 17439, 0.613636, 3
21307, 21308, 0.100000, 1
15107, 15111, 0.014286, 1
12060, 20556, 0.125000, 1
15105, 15148, 0.014286, 1
11294, 14262, 0.500000, 1
12788, 12788, 0.583333, 2
13690, 13693, 0.062500, 1
15108, 15132, 0.014286, 1
13181, 13183, 0.288462, 2
12632, 12633, 0.500000, 1
19860, 21368, 0.142857, 1
12168, 12172, 0.166667, 1
15319, 15319, 0.325490, 3
15090, 15125, 0.014286, 1
19424, 19425, 0.046197, 2
13669, 13671, 0.166667, 1
15099, 15125, 0.014286, 1
21571, 21587, 0.035714, 1
16788, 16791, 0.069508, 2
10687, 21572, 0.058824, 1
13834, 17114, 0.018868, 1
14520, 14522, 0.250742, 2
16563, 20120, 0.333333, 1
14917, 15415, 0.066667, 1
10457, 15178, 0.500000, 1
20035, 20035, 0.503268, 2
18503, 18504, 0.502137, 2
20634, 20636, 0.500000, 1
13963, 13964, 0.333333, 1
21022, 21608, 0.125000, 1
16557, 16557, 0.576923, 2
10839, 16377, 0.142857, 1
15696, 15697, 0.750000, 2
10965, 19427, 0.076923, 1
11690, 11690, 0.334262, 2
19384, 21431, 0.011111, 1
15843, 15843, 0.019286, 2
14495, 14498, 0.200000, 1
11168, 11168, 0.093788, 3
11452, 11453, 0.500000, 1
9841, 9841, 0.500929, 2
19711, 19712, 0.500000, 1
12599, 12603, 0.062500, 1
17628, 17628, 0.251357, 2
13113, 13116, 0.200000, 1
15543, 15546, 0.090909, 1
9070, 9070, 0.254727, 3
14712, 14712, 0.833333, 2
15376, 15461, 0.043478, 1
9087, 9091, 0.167409, 2
9305, 9306, 0.333333, 1
14993, 16482, 0.250000, 1
13860, 18201, 0.125000, 1
15412, 20799, 0.066667, 1
10697, 10702, 0.029412, 1
18398, 18399, 0.066667, 1
18854, 18854, 0.502674, 2
17273, 20962, 0.043478, 1
16374, 16375, 0.506622, 2
17426, 17432, 0.030303, 1
11430, 11431, 0.125000, 1
19050, 19052, 0.333333, 1
9098, 18197, 0.014706, 1
15098, 15104, 0.014286, 1
13730, 13731, 0.333333, 1
21445, 21445, 0.500742, 2
15355, 15363, 0.038462, 1
14343, 14358, 0.017241, 1
21565, 21587, 0.035714, 1
15709, 15710, 0.500000, 1
9098, 16431, 0.014706, 1
16271, 16275, 0.142857, 1
14418, 14418, 0.502841, 2
17336, 17337, 0.333333, 1
17240, 17240, 0.339766, 4
11575, 11578, 0.274390, 2
13371, 13371, 0.501263, 2
18491, 18492, 0.250000, 1
20944, 20960, 0.029412, 1
12050, 15980, 0.166667, 1
20257, 21623, 0.125000, 1
10529, 10529, 0.500742, 2
18773, 20813, 0.393085, 3
11253, 20239, 0.020000, 1
19002, 19005, 0.100000, 1
18414, 18416, 0.333333, 1
16407, 16412, 0.111111, 1
14358, 14358, 0.342241, 3
15098, 15100, 0.014286, 1
10159, 10161, 0.221739, 2
13418, 17513, 0.022222, 1
17606, 17617, 0.055556, 1
17438, 17444, 0.030303, 1
21352, 21352, 0.507576, 2
12194, 12195, 0.252016, 2
10684, 10695, 0.029412, 1
19964, 19973, 0.055556, 1
20928, 20928, 0.505167, 3
16417, 16418, 0.250000, 1
10048, 18766, 0.200000, 1
15130, 15134, 0.014286, 1
19719, 19719, 0.253165, 2
14904, 21327, 0.028571, 1
20537, 20538, 0.333333, 1
19519, 19520, 0.200000, 1
10223, 10224, 0.500000, 1
17920, 17921, 0.500000, 1
18894, 18894, 0.128030, 2
9566, 9566, 0.536499, 3
17512, 19373, 0.022222, 1
19534, 19534, 1.043660, 4
21164, 21164, 0.335004, 3
9212, 9213, 0.043478, 1
17840, 17842, 0.333333, 1
16435, 16439, 0.125000, 1
16865, 16867, 0.200000, 1
10277, 10277, 1.000000, 2
11175, 11176, 0.090909, 1
15101, 15101, 0.017900, 3
19285, 19286, 0.125000, 1
12130, 12136, 0.100000, 1
14365, 14371, 0.017241, 1
20096, 20096, 0.128247, 2
9088, 9092, 0.167409, 2
18708, 18708, 0.503165, 2
11166, 11167, 0.250000, 1
10683, 15365, 0.083333, 1
11829, 11830, 0.200000, 1
15105, 15109, 0.014286, 1
9549, 9551, 0.200000, 1
19970, 19977, 0.055556, 1
13123, 13125, 0.111111, 1
12133, 12133, 0.300000, 2
15105, 15144, 0.014286, 1
20853, 20853, 0.252016, 2
11861, 12506, 0.062500, 1
15099, 15129, 0.014286, 1
18840, 18841, 0.144940, 2
18553, 18554, 0.333333, 1
10271, 10271, 0.503906, 2
14693, 14694, 0.500000, 1
13214, 13216, 0.253268, 2
15468, 16007, 0.083333, 1
20199, 20200, 0.500000, 1
13058, 15842, 0.017241, 1
21127, 21130, 0.111111, 1
10850, 10850, 0.334596, 2
15426, 15426, 0.361717, 3
11417, 12970, 0.200000, 1
21138, 21139, 0.500000, 1
11050, 11051, 0.250000, 1
11173, 11177, 0.090909, 1
13400, 13402, 0.250000, 1
14362, 14383, 0.017241, 1
11092, 11093, 0.500000, 1
10644, 10645, 0.045455, 1
20432, 20433, 0.476191, 2
9932, 9932, 0.334596, 2
16045, 16045, 0.521739, 2
10214, 15850, 0.333333, 1
14904, 15270, 0.028571, 1
15005, 15007, 0.535924, 3
15258, 19880, 0.050000, 1
21319, 21329, 0.033333, 1
20426, 20427, 0.250000, 1
9810, 9811, 0.333333, 1
13002, 17442, 0.111111, 1
18856, 18870, 0.055556, 1
13835, 18369, 0.018868, 1
17298, 17298, 0.513127, 3
14677, 14679, 0.200000, 1
9130, 16792, 0.500000, 1
19397, 19398, 0.252083, 2
15488, 15488, 0.250742, 2
20851, 20852, 0.252083, 2
11581, 19137, 0.333333, 1
9524, 9524, 0.501808, 2
15064, 15197, 0.250000, 1
14529, 19979, 0.500000, 1
14625, 14625, 0.566667, 2
12068, 12068, 0.750000, 2
15200, 15200, 0.500742, 2
20590, 20590, 0.335004, 3
10766, 13506, 0.083333, 1
15138, 15152, 0.014286, 1
15099, 15121, 0.014286, 1
17465, 17465, 0.502674, 2
14526, 14532, 0.111111, 1
13687, 13687, 0.502879, 3
14236, 14237, 0.333333, 1
20695, 20697, 0.233333, 2
12714, 13443, 0.166667, 1
19153, 19156, 0.200000, 1
10012, 10013, 0.333333, 1
9740, 11315, 0.142857, 1
14359, 14371, 0.017241, 1
15088, 15130, 0.014286, 1
14123, 14123, 0.591651, 3
15651, 15654, 0.200000, 1
18252, 18252, 0.502045, 2
15206, 15206, 0.646125, 3
19006, 20239, 0.020000, 1
16942, 16942, 0.834690, 3
9850, 9851, 0.500000, 1
9094, 9099, 0.014706, 1
21365, 21368, 0.142857, 1
19515, 19516, 0.501263, 2
14159, 14159, 0.252674, 2
12104, 12105, 0.509491, 3
14975, 17513, 0.022222, 1
13215, 13217, 0.250000, 1
19355, 19355, 0.507576, 2
20950, 20960, 0.029412, 1
14132, 14133, 0.142857, 1
14026, 14026, 0.833333, 2
17628, 17631, 0.250000, 1
21012, 21012, 0.590909, 2
14651, 14652, 0.250000, 1
21620, 21620, 0.771429, 3
16511, 16511, 0.236300, 5
17185, 17185, 0.170439, 3
18502, 18502, 1.002591, 3
16976, 16976, 0.254625, 3
9412, 9412, 0.500929, 2
